Planet_Name,Planet_Radius,Planet_Mass,Orbital_Period,Semi_Major_Axis,Equilibrium_Temp,Planet_Density,Stellar_Temp,Stellar_Luminosity,Stellar_Metallicity,Habitability_Score_Index,Stellar_Compatibility_Index,Orbital_Stability_Factor,StarType_A,StarType_F,StarType_G,StarType_K,StarType_M,Target_Habitable
TOI-406.01,2.08,6.57,13.175682,0.0809,368.0,4.1,3392.0,0.2714344707869742,-0.02,0.29945100498045096,0.2822081888124952,0.3900343522934385,False,False,False,False,True,1
TOI-4087 b,13.04725353,232.01473711,3.1774835,0.04469,1458.0,0.57,6060.0,1.4999956513820392,0.237,0.04999642171401875,0.9824832340150973,0.07078272271874846,False,False,False,True,False,0
TOI-411 b,1.362,13.71,4.040295,0.05727,1241.0,6.8187500000000005,6169.0,0.9412608599916935,-0.08,0.13037277339728867,0.9665970654219315,0.18490695137058027,False,False,False,True,False,1
TOI-411 c,2.328,9.72,9.573083,0.1017,931.0,3.15,6169.0,0.9412608599916935,-0.08,0.1834457190085483,0.9665970654219315,0.18482059099711132,False,False,False,True,False,1
TOI-4127 b,12.28504285,731.0053361,22.411880912500003,0.16746499999999997,605.1,2.17,6096.0,2.07200118761925,0.14,0.13738880768174988,0.9777786146112598,0.09597312868857896,False,True,False,False,False,1
TOI-4137 b,13.57407563,457.67290608,3.8016122,0.05222,1570.0,1.01,6202.0,2.749982942426036,0.182,0.04385065031942068,0.9608372663058714,0.11780403793047657,False,False,False,True,False,0
TOI-4145 A b,13.30506009,136.66621501,4.0664428,0.04823,1074.0,0.32,5281.0,0.5160003545069491,0.168,0.08097374184834949,0.946588425633896,0.0429328782465185,False,False,False,True,False,0
TOI-4153 b,16.11851425,365.50266805,4.6174141,0.06311,1669.0,0.477,6860.0,2.8468527213318002,0.317,0.04580570244842441,0.7709275421495407,0.1956926795865732,False,False,False,True,False,0
TOI-4201 b,13.67495645,762.4431696,3.5819194,0.04,725.0,1.82,3794.0,0.2714344707869742,0.52,0.09686260760824991,0.41697727479803315,0.17463028027621275,False,False,False,False,True,1
TOI-421 b,2.64,6.7,5.197576,0.0554,922.0,2.040038,5291.0,0.9412608599916935,-0.044,0.11936513438920845,0.948660563703242,0.07548463892894187,False,False,True,False,False,1
TOI-421 c,5.09,14.1,16.067541,0.117,635.0,0.589957,5291.0,0.9412608599916935,-0.044,0.18045211157333627,0.948660563703242,0.08211408734181735,False,False,True,False,False,1
TOI-4214 b,10.68215861,165.27077164,3.4913885,0.05018,1642.0,0.74,6370.0,2.8468527213318002,0.294,0.044870637037884145,0.9250746066458301,0.1394724519130548,False,False,False,True,False,0
TOI-431 b,1.28,3.07,0.490047,0.0113,1862.0,6.8187500000000005,4850.0,0.9412608599916935,0.2,0.04005236806959465,0.8258234888177327,0.059267349472262074,False,False,False,True,False,0
TOI-431 d,3.29,9.9,12.46103,0.098,633.0,1.36,4850.0,0.9412608599916935,0.2,0.1805986733037631,0.8258234888177327,0.09216098854488046,False,False,False,True,False,1
TOI-4406 b,11.2089807,95.3485221,22.411880912500003,0.16746499999999997,904.0,1.42,6219.0,2.300011460361906,0.1,0.12401253907951677,0.9577025881442326,0.09597312868857896,False,False,False,True,False,1
TOI-4438 b,2.52,5.4,7.44628,0.0534,435.0,1.85,3422.0,0.2714344707869742,-0.19,0.21115936287080894,0.2912722480430846,0.4342754293085112,False,False,False,False,True,1
TOI-4463 A b,13.26022417,252.35575516,2.8807198,0.04036,1395.0,0.595,5640.0,1.026006235060247,0.25,0.05339908610909405,0.9957769422929579,0.023661833054950093,False,False,False,True,False,0
TOI-4465 b,14.01122587,762.4431696,22.411880912500003,0.16746499999999997,427.0,3.73,5545.0,0.9412608599916935,-0.06,0.18381781415829931,0.9880082587384198,0.09597312868857896,False,False,True,False,False,1
TOI-4487 A b,14.60530185,397.28550875,3.9540709,0.05448,1639.0,0.7,6206.0,2.8468527213318002,0.216,0.04305700256771097,0.9601098676925642,0.1387903395109297,False,False,False,True,False,0
TOI-4495 b,2.483,7.7,2.56699,0.03957,1735.0,2.71,6210.0,0.9412608599916935,0.18,0.08160248711986826,0.9593761974989303,0.09667900808033505,False,False,False,True,False,0
TOI-4495 c,4.03,23.2,5.18553,0.06323,1365.0,1.9,6210.0,0.9412608599916935,0.18,0.10544236233369536,0.9593761974989303,0.09792893893125455,False,False,False,True,False,1
TOI-4515 b,12.17,637.0,15.266446,0.118,705.0,1.941,5433.0,0.581005174118754,0.05,0.1603585865512531,0.9738967374550571,0.026633697872592614,False,False,True,False,False,1
TOI-4529 b,1.77,4.9,5.879577,0.054235,511.0,4.8,3697.0,0.2714344707869742,-0.24,0.22349703241694283,0.38199533255642376,0.20963168900028506,False,False,False,False,True,1
TOI-4600 b,6.8,762.4431696,22.411880912500003,0.16746499999999997,347.0,1.42,5170.0,0.4200006862466315,0.16,0.3076462623889442,0.9211360299294344,0.09597312868857896,False,False,False,True,False,1
TOI-4600 c,9.42,762.4431696,22.411880912500003,0.16746499999999997,191.0,1.42,5170.0,0.4200006862466315,0.16,0.26760052936857853,0.9211360299294344,0.09597312868857896,False,False,False,True,False,1
TOI-4666 b,12.44196858,222.4798849,2.9089168,0.0333,713.0,0.64,3512.0,0.2714344707869742,0.19,0.08867667892787384,0.3194811872039622,0.23013830100928037,False,False,False,False,True,0
TOI-469.01,3.41,9.1,13.6308205,0.111,716.0,1.42,5289.0,0.9412608599916935,0.24,0.18874595230652136,0.9482491450706347,0.007888895741062387,False,False,False,True,False,1
TOI-4734 b,10.9175472,61.65871096,6.235633,0.074,1468.0,0.26,6070.0,2.8468527213318002,0.288,0.059571430915963404,0.9812308209987103,0.14269742464658236,False,False,False,True,False,0
TOI-4773 b,15.22179579,762.4431696,1.7452851,0.03216,2255.0,2.63,6740.0,2.8468527213318002,0.11,0.02728069026668209,0.8141145303329936,0.1576439821606197,False,False,False,True,False,0
TOI-4791 b,12.44196858,734.18362017,4.28088,0.0555,1472.0,2.09,6058.0,2.3999931380578885,0.207,0.049982988320847355,0.9827286671445883,0.09437622051760744,False,False,False,True,False,0
TOI-4794 b,14.35870428,308.29355479,3.5658116,0.0492,1673.0,0.57,6390.0,2.8468527213318002,-0.102,0.04021072202067831,0.9201376505205444,0.09585741807513488,False,False,False,True,False,0
TOI-480 b,2.85372018,20.8,6.866196,0.077,1198.94,4.91,6174.0,2.8468527213318002,0.164,0.0941958169363691,0.9657521994360766,0.11094327043301155,False,False,False,True,False,1
TOI-481 b,11.09691,486.2799,10.33111,0.097,1370.0,1.42,5735.0,2.7200068640769457,0.26,0.07343691380216986,0.9995891955143901,0.057134769344898036,False,False,True,False,False,0
TOI-4860 b,8.7,86.7,1.5227591,0.01808,694.0,0.75,3334.0,0.9412608599916935,0.27,0.04383494496418673,0.2651754608838443,0.4248912252268454,False,False,False,False,True,0
TOI-4914 b,12.87,227.0,10.60057,0.098,894.0,0.59,5805.0,1.0210100101446298,-0.13,0.10941154422232381,0.9998380131212914,0.048146138819534647,False,False,False,True,False,1
TOI-4940 b,6.61,89.0,22.411880912500003,0.165,643.0,1.42,5504.0,1.1159892212474953,0.326,0.19784936451231513,0.9834548442217678,0.0766570057141674,False,False,True,False,False,1
TOI-4961 b,12.34108775,572.0911326,7.479182,0.0726,919.0,1.67,5380.0,0.628999065185515,0.206,0.1059469079379307,0.9654114563412377,0.03961894889861823,False,False,False,True,False,1
TOI-4994 b,8.54124329,88.99195396,21.491984,0.1515,717.6,0.78,5640.0,1.0199995965937203,0.165,0.17418493243685754,0.9957769422929579,0.001864793132191086,False,False,False,True,False,1
TOI-500 b,1.166,1.42,0.548177,0.01189,1617.0,4.89,4440.0,0.9412608599916935,0.12,0.04387253705612912,0.6717748763616823,0.08393186556914958,False,False,False,True,False,0
TOI-5005 b,6.25,32.7,6.3085044,0.06614,1040.0,0.74,5749.0,0.9412608599916935,0.15,0.1034546366502391,0.9998131285737516,0.013234749116611426,False,False,True,False,False,1
TOI-5027 b,10.76062147,642.01338214,10.24368,0.093,1056.0,2.94,5909.0,0.9320087721676807,-0.15,0.1102585585700523,0.996193706812684,0.00970508687030744,False,False,False,True,False,1
TOI-5076 b,3.48935569,16.14568308,22.411880912500003,0.1481,550.0,2.08,4780.0,0.3360005590612465,0.082,0.3348060740553583,0.801448773532406,0.06409264403038518,False,False,False,True,False,1
TOI-5108 b,6.6,32.0,6.753581,0.073,1180.0,0.6,5808.0,0.9412608599916935,0.2,0.10515644842402598,0.9998000199986667,0.05592734326528732,False,False,False,True,False,1
TOI-5110 b,11.98240037,762.4431696,22.411880912500003,0.16746499999999997,976.0,2.95,6160.0,2.8468527213318002,0.065,0.11105561099598649,0.9680925802201417,0.09597312868857896,False,False,False,True,False,1
TOI-512 b,1.54,3.57,7.18886,0.054235,1009.0,5.623888,5277.0,0.5534010769913609,-0.11,0.15465271728299995,0.9457490688802636,0.3837064638005353,False,False,False,True,False,1
TOI-5153 b,11.88151954,762.4431696,20.33003,0.158,906.0,1.42,6300.0,0.9412608599916935,0.12,0.15700783375717492,0.9412448230150238,0.10484560539253399,False,True,False,False,False,1
TOI-5181 A b,13.34989601,330.54154328,3.8922295,0.0522,1585.0,0.76,6060.0,2.8468527213318002,0.208,0.04344487543377945,0.9824832340150973,0.09703001925583694,False,False,False,True,False,0
TOI-519 b,11.54525012,147.15455244,1.2652328,0.0159,687.0,0.56,3334.0,0.2714344707869742,0.27,0.05603750440668488,0.2651754608838443,0.4132481964541705,False,False,False,False,True,0
TOI-5205 b,11.6,343.0,1.630757,0.0199,737.0,1.21,3430.0,0.2714344707869742,0.0,0.06386995151108046,0.29371827415819346,0.37241338743868785,False,False,False,False,True,0
TOI-521 b,1.98,5.3,1.54285047,0.0195,794.0,3.8,3544.0,0.2714344707869742,-0.12,0.10007480297111955,0.32986991840375246,0.3501017631662709,False,False,False,False,True,1
TOI-5210 b,10.72699453,81.99972901,4.5661061,0.0557,1286.0,0.364,5723.0,1.4200054133327475,0.324,0.06480886458552561,0.9993280036685167,0.04338989940913417,False,False,False,True,False,0
TOI-5218 b,9.86,657.0,4.291452,0.0469,783.0,1.42,4230.0,0.2714344707869742,0.41,0.11679156969992142,0.5871282495315538,0.1254546147585717,False,False,False,True,False,1
TOI-5232 b,12.778238,743.71847238,4.0966692,0.05593,1772.0,1.96,6500.0,2.8468527213318002,-0.104,0.04466863082974754,0.8906169190720555,0.14228971462816128,False,False,False,True,False,0
TOI-5293 A b,11.9,170.4,2.930289,0.034,675.0,0.56,3586.0,0.9412608599916935,-0.03,0.06106402719379225,0.34378199582971786,0.2099879446349364,False,False,False,False,True,0
TOI-530 b,9.30345398,127.1313628,6.387597,0.052,565.0,0.93,3659.0,0.2714344707869742,0.376,0.13727204463075726,0.3686846691041016,0.3358244663575124,False,False,False,False,True,1
TOI-5300 b,9.86390302,190.6970442,2.262196,0.0295,1043.0,1.1,4610.0,0.2714344707869742,-0.17,0.07988554240455698,0.738480273541426,0.16899477794285836,False,False,False,True,False,0
TOI-5301 b,13.09208946,762.4431696,5.858858,0.073,1648.0,2.88,6240.0,2.8468527213318002,0.03,0.0540402311802961,0.9536753208495967,0.1789534443022498,False,False,False,True,False,0
TOI-532 b,5.82,61.5,2.3266508,0.0296,867.0,1.72,3927.0,0.2714344707869742,0.338,0.09803389272157384,0.46702242649175346,0.18854885543093694,False,False,False,True,False,1
TOI-5322 b,16.6117094,184.02264765,5.4233207,0.0604,1350.0,0.22,5692.0,2.030018519859684,-0.048,0.05233111584417135,0.9983577943422313,0.0002382271908508735,False,False,False,True,False,0
TOI-5340 b,15.07607904,270.15414595,4.9394392,0.0628,1566.0,0.43,5990.0,2.8468527213318002,0.208,0.047469924638886205,0.9900621544459833,0.131085825225214,False,False,False,True,False,0
TOI-5344 b,10.60369574,130.94530368,3.792622,0.04041,689.0,0.604,3747.0,0.2714344707869742,0.425,0.10673852935702227,0.39985311972353493,0.2107094972167667,False,False,False,True,False,1
TOI-5349 b,10.2,127.4,3.317921,0.0369,719.0,0.66,3751.0,0.2714344707869742,0.5,0.10067514835434957,0.4012980387796098,0.2121449766683152,False,False,False,False,True,1
TOI-5350 b,12.41955062,762.4431696,7.581367,0.0796,1195.0,6.03,6220.0,2.1599813434170674,0.044,0.06970413967967234,0.9575146840502413,0.06827798871219574,False,False,False,True,False,0
TOI-5386 A b,14.70618268,155.10026262,3.62156552,0.04856,1488.0,0.268,6094.0,1.926992391949074,0.182,0.046569295719488944,0.9780541697172731,0.06560488379539858,False,False,False,True,False,0
TOI-5388.01,0.99,2.2,2.5946748,0.054235,488.0,6.8187500000000005,3440.0,0.2714344707869742,-0.36,0.25114280626046276,0.29679284091418995,0.4940455828443254,False,False,False,False,True,1
TOI-5398 b,10.3,58.7,10.590547,0.098,947.0,0.29,6000.0,0.9412608599916935,0.09,0.11858735868260628,0.9891077548081656,0.048966816159716514,False,False,True,False,False,1
TOI-5398 c,3.52,11.8,4.77271,0.057,1242.0,1.5,6000.0,0.9412608599916935,0.09,0.10465894150994799,0.9891077548081656,0.03507760784142343,False,False,True,False,False,1
TOI-544 b,2.018,2.89,1.548352,0.0225,999.0,1.93,4169.0,0.9412608599916935,-0.17,0.06836297006194834,0.5625322074302793,0.18498441694015352,False,False,False,True,False,0
TOI-5542 b,11.30986153,419.53349724,22.411880912500003,0.16746499999999997,441.0,1.6,5700.0,2.8468527213318002,-0.21,0.135804542846382,0.9986489135402514,0.09597312868857896,False,False,True,False,False,1
TOI-5573 b,9.75,112.0,8.79758977,0.0712,528.0,0.661,3790.0,0.2714344707869742,0.42,0.16887896173544492,0.4155076629146245,0.20565336370869852,False,False,False,True,False,1
TOI-558 b,12.17295304,762.4431696,14.574071,0.1291,1061.0,3.5,6466.0,2.8468527213318002,-0.004,0.09104481276358,0.9001556775546584,0.13072651810310137,False,True,False,False,False,1
TOI-559 b,12.22899794,762.4431696,6.9839095,0.0723,1180.0,5.74,5925.0,1.687990507424142,-0.069,0.0715525890188393,0.9952095111690844,0.014359503454203641,False,False,True,False,False,0
TOI-5592 b,17.14974047,285.72773789,2.6085846,0.03935,1789.0,0.22,6237.0,2.63997612935481,-0.013,0.03297338501975492,0.9542610572992868,0.07584263147639835,False,False,False,True,False,0
TOI-561 b,1.397,2.02,0.4465697,0.01064,2319.0,4.1,5599.0,0.9412608599916935,0.07,0.035498045557980445,0.9929050665039783,0.0537247214673851,False,False,False,True,False,0
TOI-561 c,2.865,5.93,10.778838,0.0889,802.0,1.3,5599.0,0.9412608599916935,0.07,0.16575796275244953,0.9929050665039783,0.09313886068675345,False,False,False,True,False,1
TOI-561 d,2.615,13.33,22.411880912500003,0.1587,600.0,4.1,5599.0,0.9412608599916935,0.07,0.26545118694119213,0.9929050665039783,0.025947927387518388,False,False,False,True,False,1
TOI-561 e,2.517,12.4,22.411880912500003,0.16746499999999997,416.0,4.3,5599.0,0.9412608599916935,0.07,0.2997183424573209,0.9929050665039783,0.09597312868857896,False,False,False,True,False,1
TOI-5616 b,10.78,624.0,2.002849,0.0272,939.0,1.42,3996.0,0.2714344707869742,0.14,0.07570468772731494,0.49377664483501826,0.16755543194300343,False,False,False,True,False,0
TOI-5634 A b,10.42,588.0,2.2035373,0.0272,837.0,1.42,3896.0,0.2714344707869742,-0.27,0.07873717848901485,0.4551654852896094,0.2480627570064732,False,False,False,True,False,0
TOI-564 b,11.43318,464.98529,1.651144,0.02734,1714.0,1.7,5640.0,1.0780030758042878,0.143,0.04004645997872603,0.9957769422929579,5.794906566507995e-06,False,False,False,True,False,0
TOI-5678 b,4.91,20.0,22.411880912500003,0.16746499999999997,513.0,1.42,5485.0,0.9412608599916935,0.0,0.24148398404312618,0.9811032692830216,0.09597312868857896,False,False,True,False,False,1
TOI-5688 A b,10.3,124.0,2.94815527,0.03379,742.0,0.61,3713.0,0.2714344707869742,0.47,0.09397476993562226,0.3876681628985271,0.22305751398213888,False,False,False,True,False,1
TOI-5720 b,1.09,4.3,1.4344555,0.018288,708.0,1.42,3334.0,0.2714344707869742,0.03,0.11096043733055273,0.2651754608838443,0.36321310913136173,False,False,False,False,True,1
TOI-5786 b,8.54,73.0,12.779107,0.114,1040.0,0.64,6235.0,0.9412608599916935,0.08,0.1353020778143075,0.954649626668701,0.08283238876534027,False,False,False,True,False,1
TOI-5788 b,1.528,3.72,6.340758,0.064,910.0,5.734161,5615.0,0.712000010431996,-0.32,0.16327294643726614,0.9941131734450027,0.0603471109511983,False,False,False,True,False,1
TOI-5788 c,2.272,6.4,16.213362,0.1197,667.0,3.032489,5615.0,0.712000010431996,-0.32,0.24410892490951636,0.9941131734450027,0.06025045759794865,False,False,False,True,False,1
TOI-5789 c,2.86,5.0,12.927748,0.1009,718.0,1.16,5185.0,0.4689969301267545,-0.12,0.2327420626316035,0.9248310357376571,0.0861157708121084,False,False,False,True,False,1
TOI-5795 b,5.62,23.66,6.1406325,0.064,1136.78,0.73,5715.0,1.130004049940676,-0.27,0.09591730375190018,0.9991183888476703,0.03258610188814751,False,False,True,False,False,1
TOI-5800 b,2.46,9.5,2.6278838,0.0344,1108.0,3.46,4850.0,0.3090010818892899,-0.04,0.12212214561836149,0.8258234888177327,0.1021266395325755,False,False,False,True,False,1
TOI-5817 b,3.08,10.3,15.61031,0.1223,950.0,1.93,5770.0,2.049981774741698,-0.24,0.14894481465360193,0.9999857778789131,0.0006364168420585871,False,False,True,False,False,1
TOI-6016 b,13.67495645,371.85923619,4.023687,0.055,1890.0,0.81,6110.0,2.8468527213318002,0.28,0.04245838209668341,0.9758033268768974,0.13605869653018038,False,True,False,False,False,0
TOI-6034 b,11.92,254.0,2.576184,0.02949,714.0,0.82,3635.0,0.2714344707869742,-0.09,0.0828670132121163,0.3603987497838423,0.27978013156774656,False,False,False,True,False,0
TOI-6038 A b,6.41,78.5,5.8267311,0.069,1439.0,1.62,6110.0,2.8468527213318002,0.124,0.06699208440618439,0.9758033268768974,0.1104945887221474,False,False,False,True,False,0
TOI-6041 b,4.55,28.9,22.411880912500003,0.1651,605.6,1.79,5445.0,0.6129993302249013,0.104,0.27043758892408637,0.9756591354841075,0.0774462173325872,False,False,True,False,False,1
TOI-6054.01,2.64,12.5,7.501428,0.0763,1360.0,3.7,6047.0,2.8468527213318002,-0.07,0.09220724891040166,0.9840483743413633,0.022414384060280727,False,False,False,True,False,1
TOI-6054.02,2.82,9.3,12.563636,0.1079,1143.0,2.25,6047.0,2.8468527213318002,-0.07,0.1197403950432779,0.9840483743413633,0.025992769063572976,False,False,False,True,False,1
TOI-6130 b,14.3474953,333.71982735,2.392679,0.036,1750.0,0.64,6110.0,2.8468527213318002,0.28,0.032250712632527115,0.9758033268768974,0.035524919115495476,False,True,False,False,False,0
TOI-615 b,18.97680433,138.25535705,4.6615983,0.0678,1666.0,0.084,6850.0,2.8468527213318002,-0.1,0.04565692263792532,0.7746265612409428,0.2805330054565655,False,True,False,False,False,0
TOI-622 b,9.2362001,96.30200732,6.402513,0.0708,1388.0,0.507,6400.0,2.8468527213318002,0.09,0.06180608333947875,0.917617885065204,0.062390189581489966,False,True,False,False,False,0
TOI-628 b,11.88154,762.4431696,3.4095675,0.0486,1586.0,6.58,6250.0,2.479990401810008,0.258,0.04495513327554527,0.9516979675024321,0.11850214463087569,False,False,False,True,False,0
TOI-6303 b,11.59,762.4431696,9.485236,0.0761,541.0,6.8187500000000005,3977.0,0.2714344707869742,0.44,0.16645767691320384,0.48636290179374075,0.18442103557435374,False,False,False,True,False,1
TOI-6324 b,1.059,1.17,0.279221,0.054235,1216.0,1.42,3334.0,0.9412608599916935,-0.32,0.13235486123600523,0.2651754608838443,2.0056859330334134,False,False,False,True,False,1
TOI-6383 A b,11.29,331.0,1.79058695,0.02292,745.0,1.26,3444.0,0.2714344707869742,0.07,0.0705547687972961,0.29802795146886457,0.28322158437579265,False,False,False,False,True,0
TOI-640 b,19.2794468,181.16219199,5.003777,0.054235,1816.0,0.138,6460.0,0.9412608599916935,0.072,0.05520867762639672,0.9018014646202186,0.07017053483301548,False,False,False,True,False,0
TOI-6420 b,11.93756445,762.4431696,6.961508,0.0753,1213.0,6.8187500000000005,6020.0,2.049981774741698,0.24,0.0689163084312991,0.9870700965901964,0.06998083806703521,False,False,False,True,False,0
TOI-654.01,2.378,8.71,1.527561,0.01944,794.0,3.59,3521.0,0.2714344707869742,0.12,0.0957829719073853,0.32238432511921755,0.3454506211123347,False,False,False,False,True,1
TOI-6628 b,10.98480109,235.19302118,18.18424,0.134,833.0,0.98,5463.0,0.8169961312356584,0.36,0.15450382616509992,0.9781913242622374,0.012890186519472203,False,False,False,True,False,1
TOI-663 b,2.27,4.45,2.598902,0.0295,674.0,2.07,3681.0,0.9412608599916935,0.07,0.08782069676616375,0.3763626897956586,0.2868320326160948,False,False,False,False,True,0
TOI-663 c,2.26,3.65,4.6955507,0.0437,553.0,1.73,3681.0,0.9412608599916935,0.07,0.11940508051501281,0.3763626897956586,0.2941950862951944,False,False,False,False,True,1
TOI-663 d,1.92,5.2,7.1027268,0.0576,482.0,4.0,3681.0,0.9412608599916935,0.07,0.1532670239770034,0.3763626897956586,0.29528261905575165,False,False,False,False,True,1
TOI-6651 b,5.09,61.0,5.056973,0.0633,1493.0,2.52,5940.0,2.8468527213318002,0.225,0.06684162878359722,0.9941849731002634,0.12105950432384613,False,False,False,True,False,0
TOI-669 b,2.58606487,10.0,3.945152,0.048,1124.85,3.17,5597.0,0.8660042034091711,0.001,0.10647678619273547,0.9927462144018447,0.023020629494020395,False,False,False,True,False,1
TOI-6692 b,11.67975789,197.05361234,22.411880912500003,0.16746499999999997,467.0,1.42,5890.0,2.079984027667402,-0.008,0.14739083751811993,0.9972163260698456,0.09597312868857896,False,False,False,True,False,1
TOI-6695 b,9.52763359,66.74396547,22.411880912500003,0.16746499999999997,599.0,0.41,6400.0,2.8468527213318002,0.2,0.13401592335896179,0.917617885065204,0.09597312868857896,False,True,False,False,False,1
TOI-674 b,5.25,23.6,1.977143,0.025,635.0,0.91,3514.0,0.2714344707869742,0.17,0.09722319331206264,0.32012505727257395,0.26070814078656374,False,False,False,False,True,1
TOI-7149 b,13.2,224.0,2.65206166,0.02603,593.0,0.53,3363.0,0.2714344707869742,-0.08,0.0771529561160803,0.2736104225072639,0.4597732623052074,False,False,False,False,True,0
TOI-733 b,1.992,5.72,4.884765,0.0618,1055.8,3.98,5585.0,0.8199927262703794,-0.04,0.13851051936774414,0.9917566090758984,0.11987324391890551,False,False,True,False,False,1
TOI-7510 b,7.31,18.1,11.530869,0.1019,878.0,0.255,5720.0,1.026006235060247,0.25,0.13356208021191684,0.9992527237944845,0.025953647515557222,False,False,True,False,False,1
TOI-7510 c,10.81,131.0,22.411880912500003,0.1595,702.0,0.573,5720.0,1.026006235060247,0.25,0.16831238752125868,0.9992527237944845,0.032497582944553294,False,False,True,False,False,1
TOI-7510 d,10.52,190.0,22.411880912500003,0.16746499999999997,542.4,0.89,5720.0,1.026006235060247,0.25,0.1857439898088461,0.9992527237944845,0.09597312868857896,False,False,True,False,False,1
TOI-756 b,2.81,9.83,1.2392495,0.018,934.0,2.42,3657.0,0.2714344707869742,0.196,0.08395791703103028,0.36799055754040333,0.26276624959621786,False,False,False,False,True,0
TOI-757 b,2.5,10.5,17.46819,0.122,641.0,3.6,5278.0,0.4200006862466315,-0.27,0.2894615037463578,0.9459594689067654,0.1001866037618458,False,False,False,True,False,1
TOI-762 A b,8.33948164,79.77493016,3.4716826,0.03418,555.4,0.76,3334.0,0.2714344707869742,0.357,0.10785410095191031,0.2651754608838443,0.34862208642699694,False,False,False,True,False,1
TOI-763 b,2.28,9.79,5.6057,0.06,1038.0,4.51,5450.0,0.9412608599916935,0.01,0.12638823136988733,0.9763759661197523,0.037459380896474194,False,False,True,False,False,1
TOI-763 c,2.63,9.32,12.2737,0.1011,800.0,2.82,5450.0,0.9412608599916935,0.01,0.1843728189941036,0.9763759661197523,0.03848145628498795,False,False,True,False,False,1
TOI-776 b,1.798,5.0,8.24662,0.0653,520.0,4.8,3725.0,0.9412608599916935,-0.21,0.16627465307817973,0.39194873640430256,0.2619261665668832,False,False,False,True,False,1
TOI-776 c,2.047,6.9,15.665323,0.1001,420.0,4.4,3725.0,0.9412608599916935,-0.21,0.2240747976173162,0.39194873640430256,0.26319927817700944,False,False,False,True,False,1
TOI-778 b,15.4,762.4431696,4.633611,0.06,1561.0,1.3,6643.0,2.8468527213318002,0.0,0.0457864473855257,0.8468156807635104,0.12711087000123267,False,True,False,False,False,0
TOI-782 b,2.734,19.1,8.0240015,0.0578,435.0,1.42,3370.0,0.2714344707869742,0.34,0.2181350277837516,0.27567088910490994,0.3964737278905799,False,False,False,True,False,1
TOI-815 b,2.94,7.6,11.197259,0.0903,686.0,1.64,4869.0,0.9412608599916935,-0.09,0.17276927479278614,0.8322536640111635,0.10585218557969608,False,False,False,True,False,1
TOI-815 c,2.62,23.5,22.411880912500003,0.16746499999999997,469.0,6.8187500000000005,4869.0,0.9412608599916935,-0.09,0.28975227061023834,0.8322536640111635,0.09597312868857896,False,False,False,True,False,1
TOI-824 b,2.926,18.467,1.392978,0.02177,1253.0,4.03,4600.0,0.2714344707869742,-0.092,0.08729295386001219,0.734640347818805,0.13783418937047168,False,False,False,True,False,0
TOI-836 b,1.704,4.53,3.81673,0.0422,871.0,5.02,4552.0,0.9412608599916935,-0.284,0.11157748448080468,0.7160416889765631,0.16048340164940444,False,False,False,True,False,1
TOI-836.01,2.587,9.6,8.59545,0.075,665.0,3.06,4552.0,0.9412608599916935,-0.284,0.15880101664950044,0.7160416889765631,0.11792827078633662,False,False,False,True,False,1
TOI-837 b,9.16894621,120.45696625,8.3249113,0.0888,995.3,0.89,5995.0,1.3399851948997974,0.01,0.10108893007587148,0.9895903372777227,0.1294446988410431,False,True,False,False,False,1
TOI-858 B b,14.06727078,349.6112477,3.2797178,0.04435,1529.0,0.69,5842.0,1.78998750747407,0.153,0.045212436723062716,0.9990901919043661,0.03378541707577686,False,False,True,False,False,0
TOI-892 b,11.99363,301.9385,10.62656,0.092,1397.0,1.42,6261.0,2.6999765984012107,0.24,0.06902713585555141,0.9494788726539978,0.036196868429547696,False,True,False,False,False,0
TOI-905 b,13.125739,211.99261,3.739494,0.04666,1192.0,0.515,5570.0,0.7299951924762005,0.14,0.06895432671261623,0.9904318466552283,0.013480387706333339,False,False,False,True,False,0
TOI-908 b,3.186,16.137,3.183792,0.041657,1317.0,2.742,5626.0,0.9412608599916935,0.08,0.08579092194165959,0.9948789353690611,0.021356755167438023,False,False,True,False,False,0
TOI-912 b,1.93,5.1,4.6780691,0.041,551.0,4.0,3572.0,0.2714344707869742,-0.19,0.17938123005024,0.33911017573943814,0.37298462075122524,False,False,False,False,True,1
TOI-954 b,9.550068,55.30242,3.6849729,0.04963,1526.0,0.35,5710.0,2.8468527213318002,0.215,0.04704404671864004,0.9989729721988732,0.07883695171543342,False,False,False,True,False,0
TOI-969 b,2.765,9.1,1.8237305,0.02636,941.0,2.34,4435.0,0.9412608599916935,0.175,0.07165008057037128,0.6697767112801397,0.127897903918682,False,False,False,True,False,0
TrES-5 b,13.383546,568.9157,1.48224686,0.02459,1480.0,1.31,5171.0,0.9412608599916935,0.2,0.03876679177051278,0.9213847702359457,0.04171804789373388,False,False,False,True,False,0
WASP-10 b,12.106,762.4431696,3.0927616,0.03781,1370.0,4.14,4675.0,0.9412608599916935,0.03,0.05439075453186823,0.7631065925493384,0.12074657222942739,False,False,False,True,False,0
WASP-102 b,14.90794433,197.68926915,2.709813,0.041,1671.0,0.32,5990.0,0.9412608599916935,-0.2,0.05090082996379874,0.9900621544459833,0.09609008764172569,False,False,False,True,False,0
